offense,offense_conference,defense,defense_conference,game_id,id,drive_number,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result,is_home_offense,start_offense_score,start_defense_score,end_offense_score,end_defense_score
Iowa,Big Ten,Iowa State,Big 12,400868888,4008688881,1,false,1,25,75,15,0,1,54,46,12,29,2,31,5,29,PUNT,true,0,0,0,0
Iowa State,Big 12,Iowa,Big Ten,400868888,4008688882,2,false,1,86,86,12,29,1,83,83,11,37,0,52,3,3,PUNT,false,0,0,0,0
Iowa,Big Ten,Iowa State,Big 12,400868888,4008688883,3,true,1,58,42,11,37,1,100,0,8,42,2,55,7,42,TD,true,0,0,7,0
Iowa State,Big 12,Iowa,Big Ten,400868888,4008688884,4,false,1,75,75,8,42,1,70,70,7,15,1,27,3,5,PUNT,false,0,7,0,7
Iowa,Big Ten,Iowa State,Big 12,400868888,4008688885,5,true,1,34,66,7,15,1,100,0,5,42,1,33,4,66,TD,true,7,0,14,0
Iowa State,Big 12,Iowa,Big Ten,400868888,4008688886,6,true,1,77,77,5,42,1,14,14,0,32,5,10,11,63,FG,false,0,14,3,14
Iowa,Big Ten,Iowa State,Big 12,400868888,4008688887,7,true,1,34,66,0,32,2,100,0,10,15,5,17,10,66,TD,true,14,3,21,3
Iowa State,Big 12,Iowa,Big Ten,400868888,4008688888,8,false,2,75,75,10,15,2,58,58,7,42,2,33,5,17,PUNT,false,3,21,3,21
Iowa,Big Ten,Iowa State,Big 12,400868888,4008688889,9,true,2,14,86,7,42,2,100,0,2,17,5,25,9,86,TD,true,21,3,28,3
Iowa State,Big 12,Iowa,Big Ten,400868888,40086888810,10,false,2,76,76,2,11,2,48,48,0,0,2,11,7,28,DOWNS,false,3,28,3,28
Iowa State,Big 12,Iowa,Big Ten,400868888,40086888812,11,false,3,75,75,15,0,3,49,49,12,53,2,7,7,26,PUNT,false,3,28,3,28
Iowa,Big Ten,Iowa State,Big 12,400868888,40086888813,12,false,3,20,80,12,53,3,23,77,11,4,1,49,5,3,PUNT,true,28,3,28,3
Iowa State,Big 12,Iowa,Big Ten,400868888,40086888814,13,false,3,68,68,11,4,3,61,61,9,34,1,30,3,7,PUNT,false,3,28,3,28
Iowa,Big Ten,Iowa State,Big 12,400868888,40086888815,14,false,3,13,87,9,34,3,20,80,7,21,2,13,6,7,PUNT,true,28,3,28,3
Iowa State,Big 12,Iowa,Big Ten,400868888,40086888816,15,false,3,68,68,7,21,3,66,66,6,31,0,50,3,2,PUNT,false,3,28,3,28
Iowa,Big Ten,Iowa State,Big 12,400868888,40086888817,16,true,3,32,68,6,31,3,100,0,3,18,3,13,6,68,TD,true,28,3,35,3
Iowa State,Big 12,Iowa,Big Ten,400868888,40086888818,17,false,3,75,75,3,18,3,63,63,1,50,1,28,4,12,INT,false,3,35,3,35
Iowa,Big Ten,Iowa State,Big 12,400868888,40086888819,18,true,3,57,43,1,50,3,100,0,1,33,0,17,2,43,TD,true,35,3,42,3
Iowa State,Big 12,Iowa,Big Ten,400868888,40086888820,19,false,3,75,75,1,33,4,44,44,14,29,2,4,6,31,PUNT,false,3,42,3,42
Iowa,Big Ten,Iowa State,Big 12,400868888,40086888821,20,false,4,20,80,14,29,4,43,57,11,8,3,21,5,23,PUNT,true,42,3,42,3
Iowa State,Big 12,Iowa,Big Ten,400868888,40086888822,21,false,4,91,91,11,8,4,42,42,6,53,4,15,10,49,PUNT,false,3,42,3,42
Iowa,Big Ten,Iowa State,Big 12,400868888,40086888823,22,false,4,28,72,6,53,4,24,76,5,12,1,41,3,-4,PUNT,true,42,3,42,3
Iowa State,Big 12,Iowa,Big Ten,400868888,40086888824,23,false,4,66,66,5,12,4,43,43,1,53,3,19,9,23,PUNT,false,3,42,3,42
Iowa,Big Ten,Iowa State,Big 12,400868888,40086888825,24,false,4,17,83,1,53,4,36,64,0,0,1,53,4,19,END OF GAME,true,42,3,42,3
Miami (OH),Mid-American,Iowa,Big Ten,400869262,4008692621,1,false,1,75,75,15,0,1,57,57,12,3,2,57,5,18,PUNT,false,0,0,0,0
Iowa,Big Ten,Miami (OH),Mid-American,400869262,4008692622,2,true,1,20,80,12,3,1,100,0,9,7,2,56,6,80,TD,true,0,0,7,0
Miami (OH),Mid-American,Iowa,Big Ten,400869262,4008692623,3,false,1,75,75,9,7,1,60,60,7,48,1,19,4,15,FUMBLE,false,0,7,0,7
Iowa,Big Ten,Miami (OH),Mid-American,400869262,4008692624,4,true,1,88,12,7,48,1,100,0,7,14,0,34,2,12,TD,true,7,0,14,0
Miami (OH),Mid-American,Iowa,Big Ten,400869262,4008692625,5,false,1,75,75,7,14,1,8,8,6,25,0,49,2,60,FUMBLE,false,0,14,0,14
Iowa,Big Ten,Miami (OH),Mid-American,400869262,4008692626,6,true,1,19,81,6,25,1,100,0,5,41,0,44,2,81,TD,true,14,0,21,0
Miami (OH),Mid-American,Iowa,Big Ten,400869262,4008692627,7,true,1,75,75,5,41,2,0,0,13,42,6,59,12,75,TD,false,0,21,7,21
Iowa,Big Ten,Miami (OH),Mid-American,400869262,4008692628,8,false,2,22,78,13,42,2,29,71,11,17,2,25,3,7,PUNT,true,21,7,21,7
Miami (OH),Mid-American,Iowa,Big Ten,400869262,4008692629,9,false,2,79,79,11,17,2,73,73,10,19,0,58,3,6,PUNT,false,7,21,7,21
Iowa,Big Ten,Miami (OH),Mid-American,400869262,40086926210,10,true,2,32,68,10,19,2,100,0,7,15,3,4,7,68,TD,true,21,7,28,7
Miami (OH),Mid-American,Iowa,Big Ten,400869262,40086926211,11,false,2,75,75,7,15,2,36,36,3,23,3,52,9,39,MISSED FG,false,7,28,7,28
Iowa,Big Ten,Miami (OH),Mid-American,400869262,40086926212,12,false,2,36,64,3,23,2,41,59,1,15,2,8,3,5,PUNT,true,28,7,28,7
Miami (OH),Mid-American,Iowa,Big Ten,400869262,40086926213,13,false,2,77,77,1,15,2,67,67,0,0,1,15,2,10,END OF HALF,false,7,28,7,28
Iowa,Big Ten,Miami (OH),Mid-American,400869262,40086926214,14,true,3,48,52,15,0,3,100,0,11,37,3,23,8,52,TD,true,28,7,35,7
Miami (OH),Mid-American,Iowa,Big Ten,400869262,40086926215,15,true,3,75,75,11,37,3,0,0,4,41,6,56,13,75,TD,false,7,35,14,35
Iowa,Big Ten,Miami (OH),Mid-American,400869262,40086926216,16,false,3,26,74,4,41,3,35,65,1,53,2,48,6,9,PUNT,true,35,14,35,14
Miami (OH),Mid-American,Iowa,Big Ten,400869262,40086926217,17,true,3,74,74,1,53,4,0,0,9,43,7,10,12,74,TD,false,14,35,21,35
Iowa,Big Ten,Miami (OH),Mid-American,400869262,40086926218,18,true,4,28,72,9,43,4,97,3,6,4,3,39,9,69,FG,true,35,21,38,21
Miami (OH),Mid-American,Iowa,Big Ten,400869262,40086926219,19,false,4,75,75,6,4,4,76,76,5,6,0,58,3,-7,FUMBLE,false,21,38,21,38
Iowa,Big Ten,Miami (OH),Mid-American,400869262,40086926220,20,true,4,82,18,5,6,4,100,0,3,8,1,58,5,18,TD,true,38,21,45,21
Miami (OH),Mid-American,Iowa,Big Ten,400869262,40086926221,21,false,4,75,75,3,8,4,21,21,0,0,3,8,6,54,END OF GAME,false,21,45,21,45
Rutgers,Big Ten,Iowa,Big Ten,400869634,4008696341,1,false,1,25,75,15,0,1,64,36,8,42,6,18,16,39,PUNT,true,0,0,0,0
Iowa,Big Ten,Rutgers,Big Ten,400869634,4008696342,2,false,1,94,94,8,42,1,66,66,5,38,3,4,7,28,PUNT,false,0,0,0,0
Rutgers,Big Ten,Iowa,Big Ten,400869634,4008696343,3,false,1,11,89,5,38,1,20,80,3,54,1,44,3,9,PUNT,true,0,0,0,0
Iowa,Big Ten,Rutgers,Big Ten,400869634,4008696344,4,false,1,68,68,3,54,1,67,67,2,34,1,20,3,1,PUNT,false,0,0,0,0
Rutgers,Big Ten,Iowa,Big Ten,400869634,4008696345,5,false,1,26,74,2,34,1,48,52,1,40,0,54,4,22,PUNT,true,0,0,0,0
Iowa,Big Ten,Rutgers,Big Ten,400869634,4008696346,6,false,1,92,92,1,40,2,76,76,14,17,2,23,6,16,PUNT,false,0,0,0,0
Rutgers,Big Ten,Iowa,Big Ten,400869634,4008696347,7,false,2,41,59,14,17,2,60,40,12,8,2,9,5,19,PUNT,true,0,0,0,0
Iowa,Big Ten,Rutgers,Big Ten,400869634,4008696348,8,false,2,80,80,12,8,2,10,10,5,53,6,15,13,70,DOWNS,false,0,0,0,0
Rutgers,Big Ten,Iowa,Big Ten,400869634,4008696349,9,false,2,10,90,5,53,2,99,1,2,4,3,49,9,89,DOWNS,true,0,0,0,0
Iowa,Big Ten,Rutgers,Big Ten,400869634,40086963410,10,false,2,99,99,2,4,2,0,0,0,34,1,30,8,99,TD,false,0,0,0,0
Rutgers,Big Ten,Iowa,Big Ten,400869634,40086963411,11,false,2,25,75,0,34,2,20,80,0,0,0,34,1,-5,END OF HALF,true,0,7,0,7
Iowa,Big Ten,Rutgers,Big Ten,400869634,40086963412,12,false,3,75,75,15,0,3,41,41,11,12,3,48,6,34,PUNT,false,7,0,7,0
Rutgers,Big Ten,Iowa,Big Ten,400869634,40086963413,13,false,3,36,64,11,12,3,47,53,7,54,3,18,7,31,PUNT,true,0,7,0,7
Iowa,Big Ten,Rutgers,Big Ten,400869634,40086963414,14,false,3,86,86,7,54,3,67,67,5,19,2,35,4,19,PUNT,false,7,0,7,0
Rutgers,Big Ten,Iowa,Big Ten,400869634,40086963415,15,false,3,25,75,5,19,3,27,73,4,24,0,55,3,2,PUNT,true,0,7,0,7
Iowa,Big Ten,Rutgers,Big Ten,400869634,40086963416,16,false,3,67,67,4,24,3,58,58,2,21,2,3,3,9,PUNT,false,7,0,7,0
Rutgers,Big Ten,Iowa,Big Ten,400869634,40086963417,17,false,3,12,88,2,21,4,100,0,12,38,4,36,13,88,TD,true,0,7,0,7
Iowa,Big Ten,Rutgers,Big Ten,400869634,40086963418,18,false,4,35,35,12,38,4,68,68,11,11,1,27,3,-16,PUNT,false,7,7,7,7
Rutgers,Big Ten,Iowa,Big Ten,400869634,40086963419,19,false,4,18,82,11,11,4,21,79,8,42,2,29,6,3,FUMBLE,true,7,7,7,7
Iowa,Big Ten,Rutgers,Big Ten,400869634,40086963420,20,false,4,21,21,8,42,4,0,0,8,35,0,7,1,21,TD,false,7,7,7,7
Rutgers,Big Ten,Iowa,Big Ten,400869634,40086963421,21,false,4,25,75,8,35,4,81,19,4,40,3,55,10,56,DOWNS,true,7,14,7,14
Iowa,Big Ten,Rutgers,Big Ten,400869634,40086963422,22,false,4,81,81,4,40,4,59,59,0,0,4,40,7,22,END OF GAME,false,14,7,14,7
North Dakota State,,Iowa,Big Ten,400869656,4008696561,1,false,1,75,75,15,0,1,41,41,10,2,4,58,8,34,PUNT,false,0,0,0,0
Iowa,Big Ten,North Dakota State,,400869656,4008696562,2,false,1,2,98,10,2,1,2,98,9,0,1,2,3,0,PUNT,true,0,0,0,0
North Dakota State,,Iowa,Big Ten,400869656,4008696563,3,false,1,45,45,9,0,1,33,33,5,6,3,54,7,12,INT,false,0,0,0,0
Iowa,Big Ten,North Dakota State,,400869656,4008696564,4,true,1,15,85,5,6,1,27,73,2,26,2,40,5,12,INT TD,true,0,0,0,7
Iowa,Big Ten,North Dakota State,,400869656,4008696565,5,true,1,25,75,2,26,2,100,0,13,3,4,23,11,75,TD,true,0,7,7,7
North Dakota State,,Iowa,Big Ten,400869656,4008696566,6,false,2,75,75,13,3,2,37,37,9,33,3,30,7,38,PUNT,false,7,7,7,7
Iowa,Big Ten,North Dakota State,,400869656,4008696567,7,true,2,17,83,9,33,2,100,0,8,5,1,28,3,83,TD,true,7,7,14,7
North Dakota State,,Iowa,Big Ten,400869656,4008696568,8,false,2,76,76,8,5,2,53,53,5,5,3,0,4,23,PUNT,false,7,14,7,14
Iowa,Big Ten,North Dakota State,,400869656,4008696569,9,false,2,20,80,5,5,2,19,81,4,9,0,56,3,-1,PUNT,true,14,7,14,7
North Dakota State,,Iowa,Big Ten,400869656,40086965610,10,false,2,71,71,4,9,2,61,61,1,45,2,24,5,10,PUNT,false,7,14,7,14
Iowa,Big Ten,North Dakota State,,400869656,40086965611,11,false,2,21,79,1,45,2,21,79,1,17,0,28,3,0,PUNT,true,14,7,14,7
North Dakota State,,Iowa,Big Ten,400869656,40086965612,12,false,2,61,61,1,17,2,48,48,0,21,0,56,5,13,PUNT,false,7,14,7,14
Iowa,Big Ten,North Dakota State,,400869656,40086965613,13,false,2,22,78,0,21,2,20,80,0,0,0,21,1,-2,END OF HALF,true,14,7,14,7
Iowa,Big Ten,North Dakota State,,400869656,40086965614,14,false,3,35,65,15,0,3,23,77,13,8,1,52,3,-12,PUNT,true,14,7,14,7
North Dakota State,,Iowa,Big Ten,400869656,40086965615,15,true,3,65,65,13,8,3,0,0,8,6,5,2,9,65,TD,false,7,14,14,14
Iowa,Big Ten,North Dakota State,,400869656,40086965616,16,true,3,30,70,8,6,3,100,0,2,12,5,54,10,70,TD,true,14,14,21,14
North Dakota State,,Iowa,Big Ten,400869656,40086965617,17,false,3,75,75,2,12,4,32,32,14,47,2,25,5,43,MISSED FG,false,14,21,14,21
Iowa,Big Ten,North Dakota State,,400869656,40086965618,18,false,4,32,68,14,47,4,48,52,12,20,2,27,4,16,PUNT,true,21,14,21,14
North Dakota State,,Iowa,Big Ten,400869656,40086965619,19,true,4,80,80,12,20,4,0,0,3,41,8,39,15,80,TD,false,14,21,20,21
Iowa,Big Ten,North Dakota State,,400869656,40086965620,20,false,4,32,68,3,41,4,22,78,1,53,1,48,3,-10,PUNT,true,21,20,21,20
North Dakota State,,Iowa,Big Ten,400869656,40086965621,21,true,4,66,66,1,53,4,65,65,0,0,1,53,5,46,END OF GAME,false,20,21,23,21
Iowa,Big Ten,Northwestern,Big Ten,400869662,4008696621,1,false,1,25,75,15,0,1,18,82,12,56,2,4,3,-7,PUNT,true,0,0,0,0
Northwestern,Big Ten,Iowa,Big Ten,400869662,4008696622,2,true,1,5,5,12,56,1,0,0,12,20,0,36,2,5,TD,false,0,0,7,0
Iowa,Big Ten,Northwestern,Big Ten,400869662,4008696623,3,false,1,21,79,12,20,1,65,35,6,8,6,12,11,44,PUNT,true,0,7,0,7
Northwestern,Big Ten,Iowa,Big Ten,400869662,4008696624,4,false,1,99,99,6,8,1,98,98,5,13,0,55,3,1,PUNT,false,7,0,7,0
Iowa,Big Ten,Northwestern,Big Ten,400869662,4008696625,5,true,1,95,5,5,13,1,100,0,5,7,0,6,1,5,TD,true,7,7,7,7
Northwestern,Big Ten,Iowa,Big Ten,400869662,4008696626,6,true,1,75,75,5,7,1,8,8,0,50,4,17,11,67,FG,false,7,7,10,7
Iowa,Big Ten,Northwestern,Big Ten,400869662,4008696627,7,false,1,28,72,0,50,2,17,83,14,8,1,42,3,-11,PUNT,true,7,10,7,10
Northwestern,Big Ten,Iowa,Big Ten,400869662,4008696628,8,true,2,54,54,14,8,2,0,0,10,33,3,35,9,54,TD,false,10,7,17,7
Iowa,Big Ten,Northwestern,Big Ten,400869662,4008696629,9,false,2,25,75,10,33,2,28,72,9,32,1,1,3,3,PUNT,true,7,17,7,17
Northwestern,Big Ten,Iowa,Big Ten,400869662,40086966210,10,false,2,71,71,9,32,2,60,60,7,7,2,25,6,11,PUNT,false,17,7,17,7
Iowa,Big Ten,Northwestern,Big Ten,400869662,40086966211,11,true,2,45,55,7,7,2,100,0,5,2,2,5,7,55,TD,true,7,17,14,17
Northwestern,Big Ten,Iowa,Big Ten,400869662,40086966212,12,false,2,75,75,5,2,2,65,65,4,24,0,38,2,10,FUMBLE,false,17,14,17,14
Iowa,Big Ten,Northwestern,Big Ten,400869662,40086966213,13,true,2,65,35,4,24,2,100,0,2,51,1,33,4,35,TD,true,14,17,21,17
Northwestern,Big Ten,Iowa,Big Ten,400869662,40086966214,14,false,2,75,75,2,51,2,70,70,1,18,1,33,3,5,PUNT,false,17,21,17,21
Iowa,Big Ten,Northwestern,Big Ten,400869662,40086966215,15,false,2,29,71,1,18,2,29,71,0,36,0,42,3,0,PUNT,true,21,17,21,17
Northwestern,Big Ten,Iowa,Big Ten,400869662,40086966216,16,false,2,78,78,0,36,2,69,69,0,9,0,27,3,9,PUNT,false,17,21,17,21
Iowa,Big Ten,Northwestern,Big Ten,400869662,40086966217,17,false,2,33,67,0,9,2,33,67,0,0,0,9,1,0,END OF HALF,true,21,17,21,17
Northwestern,Big Ten,Iowa,Big Ten,400869662,40086966218,18,false,3,75,75,15,0,3,78,78,14,15,0,45,3,-3,PUNT,false,17,21,17,21
Iowa,Big Ten,Northwestern,Big Ten,400869662,40086966219,19,true,3,72,28,14,15,3,94,6,11,29,2,46,6,22,FG,true,21,17,24,17
Northwestern,Big Ten,Iowa,Big Ten,400869662,40086966220,20,true,3,75,75,11,29,3,0,0,6,15,5,14,11,75,TD,false,17,24,24,24
Iowa,Big Ten,Northwestern,Big Ten,400869662,40086966221,21,false,3,37,63,6,15,3,37,63,4,12,2,3,3,0,PUNT,true,24,24,24,24
Northwestern,Big Ten,Iowa,Big Ten,400869662,40086966222,22,true,3,77,77,4,12,3,0,0,2,7,2,5,5,77,TD,false,24,24,31,24
Iowa,Big Ten,Northwestern,Big Ten,400869662,40086966223,23,false,3,61,39,2,7,3,61,39,0,17,1,50,3,0,PUNT,true,24,31,24,31
Northwestern,Big Ten,Iowa,Big Ten,400869662,40086966224,24,true,3,0,0,0,17,4,0,0,12,6,3,11,7,80,TD,false,31,24,38,24
Iowa,Big Ten,Northwestern,Big Ten,400869662,40086966225,25,true,4,25,75,12,6,4,100,0,8,10,3,56,9,75,TD,true,24,38,31,38
Northwestern,Big Ten,Iowa,Big Ten,400869662,40086966226,26,false,4,75,75,8,10,4,68,68,6,52,1,18,3,7,PUNT,false,38,31,38,31
Iowa,Big Ten,Northwestern,Big Ten,400869662,40086966227,27,false,4,20,80,6,52,4,35,65,2,35,4,17,7,15,PUNT,true,31,38,31,38
Northwestern,Big Ten,Iowa,Big Ten,400869662,40086966228,28,false,4,80,80,2,35,4,74,74,2,11,0,24,3,6,PUNT,false,38,31,38,31
Iowa,Big Ten,Northwestern,Big Ten,400869662,40086966229,29,false,4,31,69,2,11,4,53,47,0,58,1,13,5,22,INT,true,31,38,31,38
Northwestern,Big Ten,Iowa,Big Ten,400869662,40086966230,30,false,4,64,64,0,58,4,66,66,0,0,0,58,2,-2,END OF GAME,false,38,31,38,31
Minnesota,Big Ten,Iowa,Big Ten,400869668,4008696681,1,false,1,26,74,15,0,1,28,72,13,57,1,3,3,2,PUNT,true,0,0,0,0
Iowa,Big Ten,Minnesota,Big Ten,400869668,4008696682,2,false,1,60,60,13,57,1,56,56,12,0,1,57,3,4,PUNT,false,0,0,0,0
Minnesota,Big Ten,Iowa,Big Ten,400869668,4008696683,3,false,1,13,87,12,0,1,18,82,10,58,1,2,3,5,PUNT,true,0,0,0,0
Iowa,Big Ten,Minnesota,Big Ten,400869668,4008696684,4,false,1,43,43,10,58,1,32,32,7,8,3,50,8,11,MISSED FG,false,0,0,0,0
Minnesota,Big Ten,Iowa,Big Ten,400869668,4008696685,5,false,1,33,67,7,8,1,52,48,6,6,1,2,3,19,FUMBLE,true,0,0,0,0
Iowa,Big Ten,Minnesota,Big Ten,400869668,4008696686,6,false,1,52,52,6,6,1,52,52,5,51,0,15,1,0,INT,false,0,0,0,0
Minnesota,Big Ten,Iowa,Big Ten,400869668,4008696687,7,false,1,31,69,5,51,1,33,67,2,59,2,52,3,2,PUNT,true,0,0,0,0
Iowa,Big Ten,Minnesota,Big Ten,400869668,4008696688,8,true,1,64,64,2,59,2,4,4,13,32,4,27,10,60,FG,false,0,0,3,0
Minnesota,Big Ten,Iowa,Big Ten,400869668,4008696689,9,false,2,34,66,13,32,2,34,66,11,57,1,35,3,0,PUNT,true,0,3,0,3
Iowa,Big Ten,Minnesota,Big Ten,400869668,40086966810,10,false,2,93,93,11,57,2,39,39,7,7,4,50,11,54,PUNT,false,3,0,3,0
Minnesota,Big Ten,Iowa,Big Ten,400869668,40086966811,11,false,2,3,97,7,7,2,53,47,1,44,5,23,12,50,INT,true,0,3,0,3
Iowa,Big Ten,Minnesota,Big Ten,400869668,40086966812,12,false,2,58,58,1,44,2,70,70,0,0,1,44,2,-12,END OF HALF,false,3,0,3,0
Iowa,Big Ten,Minnesota,Big Ten,400869668,40086966813,13,true,3,70,70,15,0,3,10,10,10,10,4,50,10,60,FG,false,3,0,6,0
Minnesota,Big Ten,Iowa,Big Ten,400869668,40086966814,14,true,3,42,58,10,10,3,100,0,6,17,3,53,8,58,TD,true,0,6,7,6
Iowa,Big Ten,Minnesota,Big Ten,400869668,40086966815,15,false,3,75,75,6,17,3,80,80,4,4,2,13,3,-5,PUNT,false,6,7,6,7
Minnesota,Big Ten,Iowa,Big Ten,400869668,40086966816,16,false,3,40,60,4,4,3,59,41,1,57,2,7,4,19,PUNT,true,7,6,7,6
Iowa,Big Ten,Minnesota,Big Ten,400869668,40086966817,17,false,3,80,80,1,57,4,52,52,14,52,2,5,6,28,PUNT,false,6,7,6,7
Minnesota,Big Ten,Iowa,Big Ten,400869668,40086966818,18,false,4,14,86,14,52,4,20,80,13,23,1,29,3,6,PUNT,true,7,6,7,6
Iowa,Big Ten,Minnesota,Big Ten,400869668,40086966819,19,false,4,52,52,13,23,4,35,35,12,42,0,41,2,17,FUMBLE,false,6,7,6,7
Minnesota,Big Ten,Iowa,Big Ten,400869668,40086966820,20,false,4,35,65,12,42,4,40,60,11,46,0,56,3,5,PUNT,true,7,6,7,6
Iowa,Big Ten,Minnesota,Big Ten,400869668,40086966821,21,false,4,68,68,11,46,4,27,27,6,49,4,57,11,41,INT,false,6,7,6,7
Minnesota,Big Ten,Iowa,Big Ten,400869668,40086966822,22,false,4,21,79,6,49,4,24,76,5,36,1,13,3,3,PUNT,true,7,6,7,6
Iowa,Big Ten,Minnesota,Big Ten,400869668,40086966823,23,true,4,54,54,5,36,4,0,0,5,28,0,8,1,54,TD,false,14,7,14,7
Minnesota,Big Ten,Iowa,Big Ten,400869668,40086966824,24,false,4,25,75,5,28,4,16,84,3,50,1,38,3,-9,PUNT,true,7,14,7,14
Iowa,Big Ten,Minnesota,Big Ten,400869668,40086966825,25,false,4,67,67,3,50,4,60,60,2,39,1,11,3,7,PUNT,false,14,7,14,7
Minnesota,Big Ten,Iowa,Big Ten,400869668,40086966826,26,false,4,29,71,2,39,4,29,71,2,30,0,9,2,0,INT,true,7,14,7,14
Iowa,Big Ten,Minnesota,Big Ten,400869668,40086966827,27,false,4,44,44,2,30,4,51,51,1,26,1,4,3,-7,PUNT,false,14,7,14,7
Minnesota,Big Ten,Iowa,Big Ten,400869668,40086966828,28,false,4,12,88,1,26,4,82,18,0,43,0,43,9,70,DOWNS,true,7,14,7,14
Iowa,Big Ten,Minnesota,Big Ten,400869668,40086966829,29,false,4,82,82,0,43,4,83,83,0,0,0,43,1,-1,END OF GAME,false,14,7,14,7
Purdue,Big Ten,Iowa,Big Ten,400869673,4008696731,1,false,1,25,75,15,0,1,45,55,11,52,3,8,5,21,PUNT,true,0,0,0,0
Iowa,Big Ten,Purdue,Big Ten,400869673,4008696732,2,true,1,67,67,11,52,1,0,0,8,57,2,55,8,67,TD,false,0,0,7,0
Purdue,Big Ten,Iowa,Big Ten,400869673,4008696733,3,false,1,25,75,8,57,1,20,80,8,4,0,53,3,-5,PUNT,true,0,7,0,7
Iowa,Big Ten,Purdue,Big Ten,400869673,4008696734,4,true,1,63,63,8,4,1,0,0,2,20,5,44,13,63,TD,false,7,0,14,0
Purdue,Big Ten,Iowa,Big Ten,400869673,4008696735,5,false,1,25,75,2,20,1,26,74,1,34,0,46,3,1,PUNT,true,0,14,0,14
Iowa,Big Ten,Purdue,Big Ten,400869673,4008696736,6,true,1,54,54,1,34,1,0,0,0,9,1,25,4,54,TD,false,14,0,21,0
Purdue,Big Ten,Iowa,Big Ten,400869673,4008696737,7,false,1,25,75,0,9,2,32,68,14,32,0,37,3,7,PUNT,true,0,21,0,21
Iowa,Big Ten,Purdue,Big Ten,400869673,4008696738,8,false,2,94,94,14,32,2,56,56,9,6,5,26,9,38,PUNT,false,21,0,21,0
Purdue,Big Ten,Iowa,Big Ten,400869673,4008696739,9,false,2,29,71,9,6,2,53,47,6,59,2,7,8,24,PUNT,true,0,21,0,21
Iowa,Big Ten,Purdue,Big Ten,400869673,40086967310,10,true,2,80,80,6,59,2,0,0,3,48,3,11,6,80,TD,false,21,0,28,0
